case_name,AR,Lambda_c_4,c_r_extension_factor,D_f,twist_r,delta_twist_k,delta_twist_t,alpha,beta,drag,lift,side_force,pressure_drag,viscous_drag,pressure_lift,pressure_side_force,Cd,Cl,pitching_moment,Cm,Cf,L_D_ratio,Cl2_over_pi_AR,mahal_dist
geo-0a6ed19c-1c31-4638-a99c-e9a92e61bc14,8.1933,27.8901,1.385,254.2514,5.092,-5.2991,-4.3029,3.2795,0,173862.6857745955,2480755.9905480263,-127.878772,135661.37404601014,38201.31173,2484917.3930678824,-126.4773515,0.034902009,0.4979985666573134,-7774998.514,-0.175175211,0.00766867,14.268478480564854,0.009634905,0.399279003
geo-0a8640df-26f5-4ced-956b-5f62e7c5f181,9.752,27.2432,1.2411,251.1644,8.1518,-5.4617,-2.1119,0.5732,0,198096.9532275628,2636776.1774559543,323.7511448593874,159702.1711783868,38394.78204917573,2638411.026,322.03580059751846,0.041318954,0.5499773266333526,-9074980.718,-0.248528017,0.00800832,13.310533728537305,0.009872929,1.3478549164833713
geo-0ac3da78-6bcf-4551-9216-b51ea7bf4686,8.0455,28.0127,1.2565,252.5512,7.8263,-5.1359,-4.7027,0.7288,0,163273.3414768782,2469333.467,-867.8710563,124748.24401903244,38525.09745784646,2471070.394236997,-867.2637477,0.033906788,0.5128036596594336,-8708822.018,-0.210682043,0.008002078,15.123923139568024,0.010403975,0.6929536827254346
geo-0adc010e-a47d-4b95-9f8c-31d2d6240bd0,8.1073,27.1407,1.2681,257.9533,6.1294,-5.1685,-5.7203,3.2798,0,215872.7968987584,2661837.7629618896,-72.36277043,177989.77782173693,37883.01907702093,2668095.881625685,-72.50222739,0.044699299,0.5511684864442625,-7172970.052,-0.175492926,0.007844136,12.330584497917366,0.011927314,0.6703953393677067
geo-0b15197f-fdee-4e59-a14a-c788967446f2,8.0609,33.6653,1.3131,256.0397,3.5864,-5.3774,-6.1899,2.5011,0,70300.41028753873,1135803.0142353778,247.16454129895584,29434.256193450277,40866.15409408799,1136344.044266933,247.3036859,0.014382365,0.2323675349854514,-3146567.873,-0.074205201,0.008360532,16.156420845764522,0.002132149,1.2182280101586955
geo-0b2c0624-fb08-44a8-a132-c7824291ce4a,8.883,25.2605,1.3521,249.9486,8.6648,-6.5031,-7.1726,0.7948,0,153945.82969581345,2063648.1039995945,63.25530495275871,115833.85440565029,38111.97529016243,2065271.122063934,66.89728818148957,0.031165049,0.4177683434850325,-6754673.874,-0.159792876,0.007717009,13.40502765211133,0.006254052,0.2817161457266834
geo-0b3a1d38-65f0-449a-b712-b6b11f24b233,8.2764,27.51,1.3162,249.9996,7.7956,-6.6402,-4.1346,2.2061,0,191470.76366896747,2554567.579,22.50996748674251,153925.0590459779,37545.70462299056,2559008.4111626525,22.91509576315721,0.039139646,0.5221939370725838,-8208514.968,-0.195694891,0.007674894,13.341815378603961,0.010487508010535421,0.3510515511749889
geo-0b67bc41-7711-42b0-8786-2273cf3d80fa,9.2675,35.0121,1.0379,244.5979,8.3092,-6.2069,-2.5126,2.4813,0,215328.5917888201,3025423.532,-810.2930964,178261.95713607725,37066.63465274389,3030562.573393412,-804.7638984,0.047532737,0.6678475028694356,-6897335.986,-0.214911151,0.008182236,14.050263865676534,0.015319413738218764,1.2971826640820572
geo-0b8729ad-ac51-4fe9-9777-1e3d4ca6cb71,9.408,34.3567,1.354,256.8458,7.2661,-4.9122,-4.8378,1.0627,0,132450.55530250628,2678556.878054152,-214.510084,92010.84861207393,40439.70669043224,2680331.8382065734,-220.1010671,0.026805656,0.5420926539654205,-10957111.3,-0.27072962,0.00818424,20.223070201076577,0.009942598,1.8727670495334836
geo-0b918978-95d1-4a93-af9c-22c5b5c6e69f,10.3688,33.1146,1.3029,246.4533,8.0782,-6.3203,-6.1417,0.2618,0,91497.26196480004,1977734.2411939355,-1928.657344,50818.11275582128,40679.14920897803,1978433.2534277104,-1930.820781,0.018765952,0.4056303459501603,-6903929.326,-0.18308848,0.008344917,21.61522868252381,0.00505106,1.0282920412552423
geo-0bba2eea-b92d-438d-8e98-33b1b1393b21,8.9402,33.2043,1.0936,243.1544,6.651,-5.1183,-5.3753,1.9336,0,126069.1512498112,2535841.944,-225.206298,87182.98740046065,38886.16384935096,2537740.951883722,-225.0422211,0.027391218,0.5509658674290773,-6485963.864,-0.190243195,0.008448806,20.114690383418615,0.010808172880742567,1.3788148963191786
geo-0bc6abb1-30b3-4dda-b331-20e8aaa91b6e,10.9192,25.2923,1.2289,245.7049,4.4968,-6.7431,-6.2939,0.7048,0,113825.6817,-248415.0151,-127.6276115,74675.96833374265,39149.713372662525,-247477.058,-127.3161173,0.023820517,-0.051986284,1685372.278,0.049292875,0.008192892,-2.182416229,7.878378695817019e-05,3.335035976
geo-0bd229bf-ee18-4b8b-9052-92c7ff1aa896,10.7349,28.1019,1.2852,240.5479,5.627,-6.3309,-5.6586,1.7913,0,90173.83149732488,1775896.369423019,201.25896713580565,50149.56124408385,40024.27025323999,1777015.149722452,201.81596913453615,0.018586104,0.3660373903835921,-4313594.731,-0.119883823,0.008249525,19.694143410948662,0.003972858,1.0400945154573327
geo-0bd4ee2c-778a-4a6a-9d85-da01419b43a1,9.7865,26.3708,1.3886,241.5845,7.5633,-6.5061,-2.848,0.309,0,118524.27784273024,1989408.521,12149.694195140995,79530.71733007177,38993.56051,1990070.1040477508,12177.02056095516,0.023765857,0.3989055948886852,-7714304.403,-0.186403497,0.00782036,16.784818745733315,0.005175627,0.9969685242041929
geo-0bfebd7a-e37a-4dd2-b7c5-fce6bfde43e1,10.1965,31.4502,1.0774,246.6869,5.7363,-3.1879,-5.3614,1.5115,0,155332.76380527197,2736040.840696452,512.1263155201506,116265.89805586229,39066.86574940995,2738340.8205380826,514.1035359745468,0.033897517,0.5970729394737114,-7084846.186,-0.221077134,0.008527094,17.614061410291974,0.011128939483243993,1.1581933914619755
geo-0c13a71c-c53f-4dcb-9e86-a977bb5441af,10.5482,30.5804,1.0189,252.4361,6.1441,-4.3687,-5.7331,2.1522,0,158526.57928754677,2611427.294,552.1950304133502,119515.71585713082,39010.863430415615,2614079.8232608484,556.7688728088648,0.035185865,0.5796209549505776,-4453182.884,-0.150190206,0.008658635,16.47311955782405,0.010138178367215363,2.0214115249351696
geo-0c1dbde7-fa0f-4edb-8089-1ad89a9c570f,7.7996,27.9264,1.1609,248.4578,3.4795,-4.8889,-6.0877,1.3251,0,64876.09126560769,559343.1059649925,-32.35118559,25360.22116146872,39515.87010413904,559832.4353042182,-35.46954309,0.013832706,0.1192616366151731,-1791976.442,-0.046641797,0.008425423,8.621714025,0.000580469,1.7397154263127024
geo-0c38a8fa-3f0a-4962-a06d-ecb02862e7a5,9.1951,25.4082,1.3481,248.49,6.4909,-3.2566,-1.7307,0.7618,0,244091.38173835728,2787120.093,250.41030090544365,206285.85934586503,37805.52239249279,2789933.076363252,250.39569417662304,0.049466361,0.5648240705400519,-9815633.608,-0.236956911,0.007663028,11.418346986474821,0.011043838911103158,1.225639678814309
geo-0c3a969b-605d-452b-8366-fd3b2cd7da48,8.6441,35.5383,1.331,244.5062,8.5161,-4.7326,-3.5431,0.6635,0,190624.6171404771,3094706.918650712,952.8016513559828,152042.07311378387,38582.54402669258,3096836.4629391357,950.8310101,0.03880595,0.6299975429162014,-13380259.05,-0.317219693,0.007855935,16.234560704036134,0.014615310832191579,2.339203449051969
geo-0c3d527e-a6e5-4800-b63d-7ff9c3f88b09,9.3913,34.5873,1.1581,241.264,4.0658,-4.8865,-4.6735,0.8687,0,58884.791769455405,712644.0788279254,-49.89332975,18869.793681597155,40014.99808785849,712895.4651661521,-49.63011306,0.012562409,0.1520346090493363,-2558584.533,-0.072054187,0.008538474,12.102345230633796,0.000783446,1.5557806334146032
geo-0c50a056-2806-4383-a51c-359d57f43644,10.9627,31.7498,1.3896,251.7321,5.8907,-4.8371,-7.2202,2.0265,0,128081.05901394058,2342720.689788875,-561.1316648,88006.44004379821,40074.61897014204,2344574.044615376,-561.7232951,0.025680755,0.4697246932953473,-7426743.716,-0.192891217,0.008035076,18.29092223178675,0.006406479,0.7933108099140801
geo-0c62b638-fa20-4cc1-8007-742cd2184859,7.5542,28.7296,1.393,241.7273,4.4476,-4.0478,-4.6113,1.5687,0,102701.68732679536,1961617.9221704127,-65.90021489,63287.21172982013,39414.47559697555,1963193.9710666144,-66.96272758,0.020569592,0.3928823539276109,-7285644.225,-0.154164177,0.007895716,19.100152813736923,0.006504092,0.7367237878979902
geo-0c670b54-04cf-4e3f-b61c-1e6d88b98f57,9.7122,34.026,1.3988,241.0373,6.0018,-4.3338,-6.5826,0.2997,0,79012.97865373245,1654139.888652156,-28.81004371,38347.22882949492,40665.74982423764,1654715.4556187876,-29.89230361,0.01580123,0.3307993798272923,-6621500.886,-0.158184141,0.008134089,20.93504025333988,0.003586426,1.0808702112595607
geo-0c81a84e-1970-4978-9ae6-bdbee68c8a53,10.2365,30.1203,1.3131,256.6772,3.5658,-4.0747,-7.2334,1.757,0,75211.56411733113,1295629.9005760902,120.4548146,33805.19681182346,41406.36730550687,1296306.583122267,122.75184760171264,0.01538711,0.2650656165523445,-3166915.652,-0.084162333,0.008471051,17.226471963206418,0.002184769,1.1354738741309802
geo-0c8beb10-91fc-4860-aeb2-7d65e8d6be44,9.1378,28.6979,1.3745,250.7714,4.6072,-6.1251,-3.3397,2.8613,0,109455.5057374488,2186136.219389968,13.63296163699745,69136.23311,40319.27262313572,2187523.673853941,12.609450653687771,0.022028435,0.4399701975259691,-6765209.951,-0.15962797,0.008116082,19.97283009804796,0.006743029,0.9232898144964805
geo-0c9d756f-771b-45c6-97f6-ad1e830ba009,9.5222,29.3878,1.0304,254.6986,3.6387,-4.1862,-4.5529,0.9474,0,63723.851901222086,870188.0900672503,48.96174019826217,23234.712802618677,40489.13909860411,870505.3535457818,48.99642681452488,0.014094158,0.1924643273064863,-2427143.353,-0.075858964,0.008957016,13.65561032650875,0.001238264,1.3119936669647334
geo-0ca9cfcf-95b7-4b8c-b007-337e5f8b0f68,8.4409,27.612,1.2768,251.0879,3.395,-5.413,-7.4163,0.9522,0,101731.2027545045,-189757.0249,133.83112416069744,62514.903143677846,39216.29961082599,-188772.0361,135.39640138694145,0.021015554,-0.039199861,1014190.086476132,0.025152772,0.008101231,-1.865278496,5.7946930548094706e-05,3.1235824415718563
geo-0cc14cd5-35f4-4053-9dfd-2c4a04a983c1,7.9161,32.3554,1.1131,242.9836,5.3942,-5.5643,-6.7753,3.8778,0,141019.76708898408,2409377.758411743,-46.18229552,103006.86303949154,38012.90404949247,2411199.6012574714,-46.87758311,0.030471685,0.5206206272982448,-5106583.787,-0.138865577,0.008213821,17.085390283558095,0.010898873145487464,1.7464482482255008
geo-0d333b64-917d-4c1c-bfcc-91372923dba3,9.2865,35.3319,1.1475,254.49,3.2196,-3.752,-4.2261,3.8701,0,121088.8401230194,2595209.7514626244,54.48436470666027,80995.29705767012,40093.54306534859,2595389.001677473,55.21426945100282,0.025914514,0.5554070858835003,-6982366.613,-0.200337565,0.00858047,21.43227855536533,0.010573552,1.4242540354460964
geo-0d8ed842-faf3-430e-898f-8e7bb3bf3b43,9.3292,26.3333,1.0936,240.1075,5.7972,-5.9088,-3.6729,3.3792,0,191221.25085826937,2487846.3548044018,115.49490789543256,153809.13719035356,37412.113667915706,2492678.976628222,112.24813957996288,0.041546904,0.5405377996808346,-4908304.277,-0.147066801,0.008128539,13.01030269197625,0.009969144,1.2806478370260332
geo-0ddabaee-de4c-451c-8007-4696fd8dd9e3,8.1238,32.9546,1.3885,248.5962,6.5998,-6.6089,-6.6287,1.4231,0,81993.21522075172,1581078.658999792,0.759232709,41496.86542,40496.34979653756,1582190.7439741918,1.2979648539764668,0.016444678,0.3171034195760654,-5432683.025,-0.121563972,0.008121964,19.283042563254046,0.003939969,0.8724053372896411
geo-0dee45a3-d592-4884-922a-0831d7d6ff20,9.0162,35.7074,1.0989,256.7821,8.2429,-5.7875,-3.4945,2.404,0,221380.72124636217,3166883.0071627595,602.6448209365353,183146.2599856408,38234.46126072202,3172260.703130933,604.2485457,0.04801783,0.6869019558327741,-8739756.214,-0.252280171,0.00829479,14.305143597569694,0.016657740661521193,1.187307563217717
geo-0df4a923-f424-4e87-bf87-f00f917b96e1,8.6759,33.3752,1.2485,247.3898,6.9087,-3.7432,-2.697,1.236,0,208139.1765041343,3061152.2582932026,-70.05014233,169742.7374612586,38396.439042875645,3064589.4095620275,-69.55506038,0.043317623,0.6370825573695938,-11519348.38,-0.291140429,0.007992625,14.707237290488653,0.014891108196488693,1.7489135905460556
geo-0dfda8a5-9fb8-4c8b-b614-7ef7304b5c4b,7.6603,25.2965,1.1508,241.4307,3.8312,-3.0056,-2.8766,2.5245,0,181312.29355912085,2443088.261404792,-42.06942883,143779.25131007007,37533.04224905167,2447321.9025139622,-41.20312835,0.038759448,0.5222632824153505,-6497778.609,-0.166186616,0.008025125,13.474476625095297,0.011334003,0.6939923213236419
geo-0e2ad3af-d8b8-4ae0-a835-044892e414f3,8.1287,26.2414,1.3324,252.7945,5.8643,-6.5949,-6.9357,3.1515,0,139942.71446531574,1952010.1632520657,114.22349612590546,101911.27979431328,38031.434671001625,1955008.3145819237,112.74378075182386,0.028477947,0.3972285498795852,-5177887.999,-0.118916755,0.007740852,13.948637274260335,0.006178883,0.8154162437836127
geo-0e3fbc49-acae-41ad-b183-d5d39659eaff,9.9749,33.2759,1.1801,247.7222,8.4848,-5.3252,-7.0585,3.2192,0,301218.28545818065,3192111.8374099825,268.45897833048696,264304.6768231801,36913.60863499936,3202119.128,258.9377268150808,0.063871649,0.6768694220332081,-7961052.29,-0.227226278,0.007828904,10.597337517390425,0.014620134462211809,1.2355681123375437
geo-0e49ecfc-f5c1-4cb7-a15d-d51c8f2f4a16,7.6433,25.8402,1.233,257.4471,8.6072,-4.5574,-6.0793,1.878,0,296362.5289626696,2964432.281568705,288.3204236290288,259380.0950633775,36982.43389929171,2971871.144249659,287.3778371103572,0.0619384,0.6195526614778609,-8418028.469,-0.202050827,0.007730719,10.00272298912026,0.015985479770093364,1.1630403839694354
geo-0e4cf6fa-dd2e-457f-a8cf-cb8bf4e73bae,9.9439,34.4269,1.1918,241.1879,5.9005,-4.8108,-5.8065,1.8541,0,103237.79129326977,2271540.1560903667,153.91850141392123,63665.00178834962,39572.78950491982,2272829.8217133367,150.89650768795497,0.021820587,0.4801181820766101,-6792150.017,-0.19184944,0.008365889,22.002990645523994,0.007378867,1.0866454551948437
geo-0e5944ad-9894-4cfe-bb10-efe5665d5c5a,8.3157,37.2009,1.0026,241.2467,5.3394,-4.2612,-7.3963,3.5986,0,136649.91924391346,2650069.6423433265,-107.8621506,98267.57848333265,38382.34076058119,2651597.2707595536,-108.9085834,0.030467264,0.5908556192646758,-3608925.279,-0.107662311,0.008559398,19.393129955774704,0.013363310347144277,3.4228327582524294
geo-0f15e2a7-dbc3-470f-8a30-d34742d770f0,7.9113,30.2133,1.3138,250.2706,7.7697,-5.7313,-5.1997,2.5587,0,225149.2680902157,2872527.868851376,270.0967251,187916.63672814172,37232.63136207387,2878562.299446015,269.4602409,0.046053443,0.587564867,-9424999.608,-0.220080917,0.007615756,12.758326479215455,0.013890373,0.659319021
geo-0f51f403-0369-4b33-be9a-5e9c5397eceb,10.2413,35.0936,1.0099,253.1802,6.9442,-3.2174,-6.0491,3.7582,0,347820.0127471314,3171050.064,-497.8490234,311424.9316712303,36395.08107590039,3184826.4887076127,-498.9850274,0.077385625,0.7055191784067699,-3107118.092,-0.102295942,0.008099088,9.116928146651764,0.015470796973364264,3.6086145396885536
geo-0f64aef1-ad51-432a-8e0e-e2be57e74e3c,8.4928,35.6136,1.3789,250.9203,6.9376,-6.576,-1.7101,3.1427,0,189698.4863432205,3110012.284574816,-16.33740875,151268.0021891864,38430.48415403516,3114352.3746879497,-16.24041032,0.038133794,0.6251845787292883,-12537516.19,-0.2842621,0.007726978,16.394502373349837,0.014649262,1.6702124260553728
geo-0f9318f3-a22c-4c40-ae35-a8fa592c43aa,8.7143,26.3913,1.1943,255.2215,6.1197,-3.864,-4.9016,3.4638,0,316251.1873530537,3078107.008297975,193.67396485048243,278942.708,37308.47939725221,3089735.796129711,190.7663469423602,0.066797704,0.6501492809624387,-7222422.546,-0.190611827,0.007881785,9.733108147548775,0.015439875,1.4764228847759109
geo-0fa9515a-62cc-43d3-a995-c7a570919a68,7.8595,31.906,1.1687,253.5204,6.785,-6.0763,-3.4868,3.9387,0,245045.6926894047,3003705.336910617,-135.0084469,207679.6524270464,37366.04026235827,3011373.991452319,-138.945004,0.05213524,0.6390599926828785,-8042203.463,-0.208883325,0.007949853,12.257735706123226,0.016540112883460144,0.9485361962129232
geo-0fb4bf2e-fb53-4241-ad90-cd20ce6d555e,8.5771,36.3643,1.1346,248.3972,6.482,-4.2799,-7.292,3.1713,0,191067.68977348224,3057903.452548004,-225.6157691,152777.75715155885,38289.93262,3062202.638919476,-231.069256,0.041038178,0.6567870579847452,-7779234.275,-0.216623127,0.008224001,16.004293850903075,0.016008802,1.4508633101201323
geo-0fc9af4b-8341-497b-b25e-8a3fcc9a3572,8.1745,35.749,1.3392,254.7154,7.8031,-3.0042,-5.9318,0.1818,0,172956.52260032322,2964006.1387971337,259.1853223686959,133256.98296170766,39699.53963861633,2965019.656,261.5011340378256,0.035132934,0.6020832825463639,-13351636.34,-0.305936894,0.008065859,17.137290309926705,0.014115688522649548,2.248439870462291
geo-102e64b4-eafc-4904-9df2-dff352568c33,8.9795,27.0065,1.1717,241.1516,3.8062,-5.8557,-2.5646,1.7763,0,67580.28824533336,1063830.9153476476,-7.031979971,28047.68395191098,39532.60429342233,1064414.257,-6.63295908,0.014363295,0.2261031672877079,-3326543.498,-0.090661978,0.008403828,15.741733913381315,0.001812221,1.1504779782228773
geo-103440a4-d6c6-4bca-9ace-490ca912540a,8.5632,26.4537,1.314,243.9069,5.7267,-5.7305,-5.0173,1.1244,0,88872.39361920151,1642978.1204646174,-5.136424269,49116.65811335104,39755.73550584984,1644081.6041677296,-6.333874265,0.01817755,0.3360471735516699,-5384407.269,-0.130787976,0.008131412,18.486934508644275,0.00419773,0.784139394
geo-103ca46d-e501-4ebf-9468-900dd67352f9,10.4303,30.8312,1.3229,240.9112,4.5015,-3.5422,-5.2832,3.9408,0,243408.69475867867,3032994.9944021646,228.0450533673645,205859.4003482655,37549.29441,3040237.6195692355,226.60426064442413,0.049657837,0.6187616771412184,-8980846.406,-0.235309927,0.007661983,12.460503916711584,0.011684231235253192,0.8628576722143892
geo-1042b5f4-ddc4-4c0e-86e7-7caceb9db220,8.799,26.2053,1.0888,253.9043,5.8868,-5.6571,-5.1517,3.9402,0,225168.32221410875,2630626.472933198,-71.98407764,187280.27474449683,37888.04746961233,2637458.716117964,-73.27348508,0.048989065,0.5723359808683528,-4484106.922,-0.13096107,0.008243123,11.682933225535072,0.011850015228269848,1.853934999586537
geo-106264c8-bbf7-4b9e-95bb-e1b7d0d4d725,8.7908,31.6016,1.3606,246.8388,8.2792,-6.5703,-2.8749,3.1314,0,287096.6656499056,3182163.4801184423,116.68275107578096,250551.51343286317,36545.15221704247,3191636.244,120.44315424984153,0.058002557,0.6428971192692944,-10716168.48,-0.254684346,0.007383231,11.083944402192673,0.014965963693122489,1.3464596911483402
geo-109a95ac-44c0-4479-b37a-8030f8a0e745,10.7878,28.4626,1.3885,248.8643,7.6485,-6.7545,-5.1825,1.4715,0,141711.63973909055,2231511.7400320573,122.45800531128384,102677.2308722829,39034.40886680677,2233535.984733379,125.4364187988665,0.028416004,0.4474625114790148,-7596941.881,-0.192744133,0.007828756,15.74684862965793,0.005907865,0.7311018640491596
geo-10c46ede-74e4-4963-a06a-988b2ad4e9ca,8.9395,25.429,1.335,243.2445,7.6475,-6.6049,-5.2251,3.8873,0,297574.7899780991,2970839.683554352,-49.50883942,261442.65348047487,36132.13649762431,2982252.2300884877,-47.71909304,0.060526524,0.6042669153918624,-7303163.623,-0.178416953,0.007349215,9.983505940718306,0.013001532074468303,1.2279466737976041
geo-10dd08a9-b771-4425-8623-c1ed9af62757,7.681,25.7457,1.3189,253.7924,4.9197,-5.1852,-4.0126,3.9821,0,218232.1742984868,2614926.561702462,14.56865902752982,180913.8650663924,37318.309232093794,2621755.158954957,16.509208646532926,0.044568875,0.5340382770370847,-7088341.44,-0.159857175,0.00762294,11.982314569830143,0.011818902075191042,0.8192581239466861
geo-10fa8528-4c1a-47cb-a6b3-323c506b32bb,10.3749,29.3108,1.2034,253.2802,5.3787,-4.7001,-2.3787,2.0773,0,155179.2130876004,2591089.2631036253,440.56874858502994,115786.68680748026,39392.52628012011,2593771.9736491325,441.9814160143685,0.032694794,0.5459180312610274,-8285198.771,-0.236944449,0.008301309,16.697399165447045,0.009143681,1.1065131606558272
geo-111d36de-064b-4b7e-9d63-c565699bd852,10.3975,25.542,1.1359,248.9217,4.5846,-4.9518,-7.432,0.8364,0,74643.09416,772589.6327017836,176.24668809278396,34605.35795272591,40037.736202522814,773112.3438781991,177.41306553558542,0.016022963,0.165844882,-1265051.943,-0.038124639,0.008596277,10.350450251900051,0.000842026,1.5991451470205622
geo-11612203-81d4-4a87-9555-8ffc5f2b3866,7.7014,28.6621,1.3928,250.3067,7.4602,-6.4258,-2.4113,2.1007,0,192690.54511835627,2642116.934777328,410.4797309079714,155116.35067510724,37574.19444,2646582.7939896253,409.3577618905165,0.038603004,0.529313209,-9694953.761,-0.210548186,0.007527454,13.71171031331332,0.011579929383989338,0.5844369160561201
